venueId,sectionName,dishId,dishName,description,price
4161e400f964a520641d1fe3,"Egg Dishes",91804311,"Eggs Salmone","Toasted ancient grain sprout bread, lemon mascarpone, natural smoked salmon and wild arugula, topped with two soft poached eggs, chopped salsa verde and fresh dill. Served with sliced seasonal melon",12.25
4161e400f964a520641d1fe3,"Egg Dishes",91804314,"Natural Beef Hash","Heirloom potatoes, bell peppers, onions and parsley topped with two organic poached eggs, slowly braised short rib, chopped tomato, basil pesto and reggiano parmesan cheese",14.95
4161e400f964a520641d1fe3,"Egg Dishes",91804317,"The Rustic Poached","Two poached organic eggs over toasted whole wheat bread garnished with capers, basil oil, heirloom tomato and red onion",7.25
4161e400f964a520641d1fe3,"Egg Dishes",91804320,"Eggs Verde","Two poached organic eggs over a bed of wild arugula, roasted corn, baby tomatoes and poached asparagus spears tossed with peppercorn dressing. Garnished with cracked black pepper, basil oil and reggiano parmesan cheese",11.50
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804325,"The Italian Omelet","Three organic eggs, mild chicken basil sausage, roasted peppers, Roma tomatoes, fresh basil and mozzarella",10.95
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804329,"The Mexican Omelet","Three organic eggs, Roma tomatoes, green chilies, red onions, Monterey jack cheese and cilantro. Served with fresh salsa",10.25
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804332,"The Mushroom Omelet","Three organic eggs with fresh mushrooms, Roma tomatoes, red onions and Monterey jack cheese. Served with fresh salsa",9.95
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804336,"The Grilled Vegetable Omelet","Three organic eggs with grilled zucchini, eggplant, mushrooms and roasted red peppers sprinkled with parmesan cheese",10.25
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804339,"The Spinach & Feta Omelet","Three organic eggs with sautéed spinach, red onions and imported feta cheese",10.25
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804343,"The Sausage & Potato Omelet","Three organic eggs with spicy chicken sausage, heirloom potatoes, bell peppers, onions and chopped parsley",10.25
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804346,"The Chicken Pesto Omelet","Three organic eggs with grilled chicken, pesto, mozzarella and goat cheeses",10.95
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804349,"The Salmon Scramble","Three organic eggs with our natural smoked salmon, Roma tomatoes and chives",10.95
4161e400f964a520641d1fe3,"Omelets & Scrambles",91804352,"The Scramble","Three organic eggs served with locally grown mixed greens salad dressed with Urth vinaigrette. Served with salsa and fresh baked bread",7.75
4161e400f964a520641d1fe3,"Breakfast Favorites",91804355,"Classic Belgian Waffle","Old-fashioned Belgian buttermilk waffle. Served with pure maple syrup and butter",7.50
4161e400f964a520641d1fe3,"Breakfast Favorites",91804359,"Multi-Grain Waffle","Multi-grain waffle made with apple sauce, buttermilk, oats, flax seed, wheat germ and whole wheat flour. Served with pure maple syrup and butter",7.95
4161e400f964a520641d1fe3,"Breakfast Favorites",91804364,"The Urth Parfait","A layered parfait of Urth granola and organic low fat yogurt with fresh orange and mint seasonal berry Ambrosia",6.95
4161e400f964a520641d1fe3,"Breakfast Favorites",91804370,"The Cottage Parfait","Our organic puffed gluten free granola layered with organic Greek yogurt, strawberry jam, mixed berries and seasonal fruit",5.50
4161e400f964a520641d1fe3,"Breakfast Favorites",91804373,"The Urth Breakfast","Fresh baked bread or butter croissant with your choice of brie, Jarlsberg, feta or Gouda, butter and jam",5.50
4161e400f964a520641d1fe3,"Breakfast Favorites",91804378,"Breakfast Burrito*","Choice of flour, spinach or wheat tortilla with organic scrambled eggs, organic black beans, Monterey jack cheese, guacamole and salsa. Served with a mild Chipotle sauce",8.75
4161e400f964a520641d1fe3,"Breakfast Paninis",91804382,"Prosciutto & Cheese Breakfast Panini*","Organic eggs, Prosciutto di Parma, roasted peppers and mozzarella cheese grilled on country bread. Served with mild tomato dipping sauce",8.75
4161e400f964a520641d1fe3,"Breakfast Paninis",91804387,"Egg White & Spinach Breakfast Panini","Egg whites, sautéed spinach and mozzarella cheese grilled on wheat bread. Served with mild tomato dipping sauce",8.75
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804394,"Toasted Bagel","Plain, seeded or onion",2.00
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804399,"Breads","Toasted rustic roll, baguette, sprouted bread, sourdough, whole wheat or Gluten free bread",2.25
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804403,"Brioche Breakfast","Fresh baked Urth Brioche. Served with butter, jam and cream cheese",3.25
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804407,"Urth Croissants","",2.75
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804411,"Urth Pastries & Danishes","",3.25
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804417,"Famous Pecan Sticky Buns","Addictive is a word that has been used to describe our sticky buns by our customers and critics alike. This is an Urth must try!",3.95
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804422,"Assorted Bread Pudding","Made from our own brioche baked in custard. Your choice of plain or cinnamon raisin",3.75
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804425,"Muffins & Non Fat Muffins","Blueberry, Chocolate, Banana Poppy, Green Tea, Raisin Bran, Pumpkin, Cranberry, Zucchini, Non Fat Blueberry, Non Fat Banana, and Gluten Free Seasonal Fruit muffin",2.75
4161e400f964a520641d1fe3,"Breakfast Breads & Pastries",91804429,"Scones","Blueberry, Citrus Ginger, Chocolate Espresso, Dried Fruit Nut and White Chocolate Pecan",2.75
4161e400f964a520641d1fe3,"Breakfast Extras",91804436,"Cream Cheese, Cottage Cheese, Urth Jams","",0.50
4161e400f964a520641d1fe3,"Breakfast Extras",91804438,"Pure Maple Syrup, Organic Peanut Butter, Organic Yogurt Or Fresh Salsa","",1.00
4161e400f964a520641d1fe3,"Breakfast Extras",91804442,"Cheeses","Jarlsberg, Feta, Gouda, Brie",3.50
4161e400f964a520641d1fe3,"Breakfast Extras",91804446,"Sliced Tomato","",2.00
4161e400f964a520641d1fe3,"Breakfast Extras",91804449,"Avocado Or Black Beans","",2.50
4161e400f964a520641d1fe3,"Breakfast Extras",91804453,"Green Chilies","",1.00
4161e400f964a520641d1fe3,"Breakfast Extras",91804457,"Grilled Organic Tofu","",2.50
4161e400f964a520641d1fe3,"Breakfast Extras",91804461,"Sourdough Bread","W/purchase",1.25
4161e400f964a520641d1fe3,"Breakfast Extras",91804464,"Organic Three Egg Scramble","",4.95
4161e400f964a520641d1fe3,"Breakfast Extras",91804469,"Natural Smoked Salmon","",8.25
4161e400f964a520641d1fe3,"Breakfast Extras",91804472,"All Natural Mild Or Spicy Sausage","",4.75
4161e400f964a520641d1fe3,"Breakfast Extras",91804476,"Weiser Farms Heirloom Breakfast Potatoes","",4.75
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804482,"Coconut Royale","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804484,"Carrot","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804486,"Chocolate Crown","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804487,"Flourless Chocolate","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804489,"Apple Tartin","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804493,"Berries & Cream","",
4161e400f964a520641d1fe3,"Urth Exquisite Cakes",91804496,"Hazelnut","",
4161e400f964a520641d1fe3,"Famous Cheesecakes",91804500,"New York Cheesecake","",
4161e400f964a520641d1fe3,"Famous Cheesecakes",91804504,"Three Layer (Chocolate, Espresso, Vanilla)","",
4161e400f964a520641d1fe3,"Famous Cheesecakes",91804506,"Blueberry Cheesecake","",
4161e400f964a520641d1fe3,"Famous Cheesecakes",91804510,"Oreo Cheesecake","",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804513,"Granny Smith Apple Pie","",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804515,"Blueberry Pie","",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804516,"Old-Fashioned Pecan Pie","",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804520,"Pumpkin Pie","With Whipped Cream",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804522,"Coconut Custard Pie","With Whipped Cream",
4161e400f964a520641d1fe3,"Old-Fashioned Pies",91804525,"Banana Cream Pie","",
4161e400f964a520641d1fe3,"Pound Cakes",91804529,"Chocolate Black Out","",
4161e400f964a520641d1fe3,"Pound Cakes",91804531,"Lemon-Poppy Seed","",
4161e400f964a520641d1fe3,"Pound Cakes",91804533,"Marble-Crumb","",
4161e400f964a520641d1fe3,"Pound Cakes",91804537,"Orange Blossom","",
4161e400f964a520641d1fe3,"Pound Cakes",91804539,"Coconut","",
4161e400f964a520641d1fe3,"Other Goodies",91804543,"Almond Biscotti","",2.25
4161e400f964a520641d1fe3,"Other Goodies",91804548,"Chocolate Dipped Biscotti","",2.50
4161e400f964a520641d1fe3,"Other Goodies",91804555,"Decadent Brownie","",2.75
4161e400f964a520641d1fe3,"Other Goodies",91804558,"Quadismali Almond Biscotti","",4.25
4161e400f964a520641d1fe3,"Urth Tiramisú",91804564,"Matcha Tiramisú","",
4161e400f964a520641d1fe3,"Urth Tiramisú",91804566,"Urth Italia™ Tiramisú","",
4161e400f964a520641d1fe3,"Urth Tiramisú",91804569,"Earl Grey Tiramisú","",
4161e400f964a520641d1fe3,"Fresh Baked Classic Cookies",91804572,"Chocolate Chunk Pecan","",
4161e400f964a520641d1fe3,"Fresh Baked Classic Cookies",91804574,"Oatmeal-Raisin","",
4161e400f964a520641d1fe3,"Fresh Baked Classic Cookies",91804576,"Triple Chocolate Chunk","",
4161e400f964a520641d1fe3,"Urth Vegan Desserts",91804580,"Vegan Chocolate Chunk Pecan Cookie","",3.00
4161e400f964a520641d1fe3,"Urth Vegan Desserts",91804585,"Vegan Oatmeal-Raisin Cookie","",3.00
4161e400f964a520641d1fe3,"Urth Vegan Desserts",91804590,"Vegan Chocolate Cake","Our vegan chocolate cake contains absolutely no dairy, eggs, or animal products of any kind",5.75
4161e400f964a520641d1fe3,"Urth Vegan Desserts",91804595,"Victory Vegan Pumpkin Pie","Gluten free crust filled with pumpkin filling",5.25
4161e400f964a520641d1fe3,"Urth Special Desserts",91804600,"Urth Fruit Tarts","Glazed seasonal fruits on top of vanilla pastry creme, in a pastry tart (contains almonds)",5.75
4161e400f964a520641d1fe3,"Urth Special Desserts",91804606,"Bavarian Fruit Tart","Puff pastry tart filled with Bavarian pastry cream and topped with fresh fruit (contains almonds)",6.25
4161e400f964a520641d1fe3,"Urth Special Desserts",91804610,"Urth Napoleon","Our secret recipe pastry cream in housemade puff pastry and caramelized sugar. Chocolate Napoleons are available on the weekends",5.75
4161e400f964a520641d1fe3,"Urth Special Desserts",91804614,"Tre Latti","Vanilla sponge cake soaked in 4 different sweet milks, a layer of Chantilly cream and iced with a caramelized meringue",6.75
4161e400f964a520641d1fe3,"Urth Special Desserts",91804619,"Pompeii Cream Puff","Puff pastry shell filled with salted caramel and vanilla pastry cream",5.95
4161e400f964a520641d1fe3,"Espresso Drinks",91804626,"Espresso","",3.00
4161e400f964a520641d1fe3,"Espresso Drinks",91804631,"Espresso Macchiato","Our espresso with a dollop of steamed milk",3.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804637,"Caffé Bebero","A short espresso layered with sweetened condensed milk",3.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804642,"Green Or Red Tea Espresso","Made with organic Wazuka matcha green tea or rooibos tea",4.00
4161e400f964a520641d1fe3,"Espresso Drinks",91804644,"Green Or Red Tea Bebero","Made with organic Wazuka matcha green tea or rooibos tea espresso layered with sweetened condensed milk",4.00
4161e400f964a520641d1fe3,"Espresso Drinks",91804649,"Cappuccino","Espresso capped high with lots of foamy milk",3.75
4161e400f964a520641d1fe3,"Espresso Drinks",91804651,"Italian Cappuccino™","Authentic Italian cappuccino prepared by carefully folding thick, creamy frothed milk into espresso - highly recommended",3.75
4161e400f964a520641d1fe3,"Espresso Drinks",91804656,"Gran Caffé Cappuccino","A special Roman cappuccino with sugar & spice infused espresso",3.75
4161e400f964a520641d1fe3,"Espresso Drinks",91804660,"Caffé Latté","Some say ours is the best in the world",3.75
4161e400f964a520641d1fe3,"Espresso Drinks",91804665,"Spanish Latté™","A sweet, creamy cafe latté inspired by coffee in Barcelona",4.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804669,"Honey Vanilla Latté","Natural vanilla, a touch of honey, espresso and steamed milk",4.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804673,"Caffé Mocha","Rich, hot cocoa poured over espresso",4.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804677,"Mocha Mint","Mint flavor, whip cream with mint chocolate shavings",4.50
4161e400f964a520641d1fe3,"Espresso Drinks",91804681,"Caffé Quadra™","Extra strong cafe latté prepared with many ristretto espresso shots",4.50
4161e400f964a520641d1fe3,"Espresso Drinks",91804685,"Rude Awakening","Our famous dark Manhattan Mudd™coffee with espresso poured on top!",3.25
4161e400f964a520641d1fe3,"Espresso Drinks",91804688,"Caffé Breve","Espresso drink prepared with half n half",4.25
4161e400f964a520641d1fe3,"Coffee & Cocoa",91804694,"Coffee of the Day","",2.25
4161e400f964a520641d1fe3,"Coffee & Cocoa",91804697,"One Refill of Coffee","",1.00
4161e400f964a520641d1fe3,"Coffee & Cocoa",91804701,"Hot Cocoa","",3.00
4161e400f964a520641d1fe3,"Coffee & Cocoa",91804706,"Organic Milk","With natural vanilla, sugar free vanilla, gingerbread, hazelnut, almond, caramel, coconut, banana, mango or mint flavor add $0.65",2.25
4161e400f964a520641d1fe3,"Coffee & Cocoa",91804709,"French Press Coffee","",4.25
4161e400f964a520641d1fe3,"Extras",91804713,"Extra Shot of Espresso","Add $0.75",
4161e400f964a520641d1fe3,"Extras",91804716,"100% Natural Flavors to Any Drink","Vanilla, sugar free vanilla, gingerbread, hazelnut, almond, caramel, coconut, banana, mango or mint (add $0.65 ea)",
4161e400f964a520641d1fe3,"Extras",91804718,"Add Boba Tapioca Pearls to Any Blended Drink","",0.65
4161e400f964a520641d1fe3,"Extras",91804722,"Real Whipped Cream","Add $0.65",
4161e400f964a520641d1fe3,"Extras",91804724,"Substitute Almond, Rice Or Soy Milk in Any Drink","Add $0.65",
4161e400f964a520641d1fe3,"Extras",91804726,"Substitute Coconut Milk","Add $1",
4161e400f964a520641d1fe3,"Extras",91804728,"Prepare Any Drink with Certified Organic Milk Or Steamed Milk","Add $0.65",
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804732,"Root Beer","",2.95
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804736,"Real Cola","",2.95
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804741,"Cream Soda","",2.95
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804745,"Ginger Ale","",2.95
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804750,"Orangina","",2.95
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804753,"San Pellegrino","",3.50
4161e400f964a520641d1fe3,"Natural Sodas & Bottled Drinks",91804757,"Panna Water","",3.50
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804761,"Spanish Latté™ Granita","Our most famous blended ice drink-creamy and sweet",5.25
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804764,"Caffé Granita","Blended ice cappuccino with creamy vanilla",5.25
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804768,"Caffé Mocha Granita","Blended ice mocha with rich chocolate and organic espresso",5.25
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804772,"Caffé Glacé","House made vanilla milkshake drenched with organic espresso",5.25
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804776,"Monkey Granita™","Organic espresso, organic matcha green tea or organic Rooibos with fresh banana milkshake",5.25
4161e400f964a520641d1fe3,"Blended Ice Drinks",91804778,"Milkshake","Chocolate or Vanilla",5.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804782,"Hot Tea to Go","Choose from our world class, hand-picked estate teas- black, oolong, green and certified organic herbal infusions",3.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804785,"Green Tea Americano","Made with organic Wazuka green tea",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804788,"African Tea Latté","Organic Rooibos tea with traditional African spices",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804791,"Divine Spice™chai Latté","Our own malty herbal chai latté prepared with steamed milk & honey in the Indian tradition-naturally caffeine free!",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804793,"English Tea Latté","A rich creamy organic tea latte, perfect for high tea!",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804796,"Japanese Tea Latté","Made with organic matcha green tea",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804799,"Moroccan Tea Latté","Made with organic green tea and cool creamy mint",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804802,"Thai Red Tea Latté","A creamy Thai style latté with organic Rooibos",4.00
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804806,"Iced Tea of the Day","",2.75
4161e400f964a520641d1fe3,"Organic Tea Drinks",91804809,"Urth Iced Tea","Half tea, half lemonade",3.00
4161e400f964a520641d1fe3,"Urth Bobas",91804814,"Organic Green Tea Boba","Available with natural vanilla, sugar free vanilla, gingerbread, hazelnut, almond, caramel, coconut, banana, mango or mint flavor",4.25
4161e400f964a520641d1fe3,"Urth Bobas",91804817,"Organic Black Tea Boba","Available with natural vanilla, sugar free vanilla, gingerbread, hazelnut, almond, caramel, coconut, banana, mango or mint flavor",4.25
4161e400f964a520641d1fe3,"Urth Bobas",91804820,"Organic Earl Grey Tea Boba","Available with natural vanilla, sugar free vanilla, gingerbread, hazelnut, almond, caramel, coconut, banana, mango or mint flavor",4.25
4161e400f964a520641d1fe3,"Urth Bobas",91804823,"Organic Moroccan Mint Boba","",4.25
4161e400f964a520641d1fe3,"Urth Bobas",91804826,"Divine Spice™ Chai Boba","",4.25
4161e400f964a520641d1fe3,"Urth Bobas",91804829,"Thai Red Tea Boba","",4.25
4161e400f964a520641d1fe3,"Juices & Smoothies",91804832,"Fresh Juice Bar","Fresh squeezed from seasonal fruits delivered daily orange, apple, grapefruit, carrot, celery, beet and ginger",4.50
4161e400f964a520641d1fe3,"Juices & Smoothies",91804835,"Mixed Veggie Juice","Carrot, beet, celery and ginger",5.75
4161e400f964a520641d1fe3,"Juices & Smoothies",91804838,"Smoothies","Choose from fresh seasonal fruits of the day such as strawberries, bananas, kiwis, pineapple and mango. Please ask for availability",6.25
4161e400f964a520641d1fe3,"Juices & Smoothies",91804842,"Lemonade","Naturally delicious. Sorry, no refills",3.25
41cf5080f964a520a61e1fe3,"Soups",30528009,"Chicken Noodle","",5.00
41cf5080f964a520a61e1fe3,"Soups",30528010,"Soup of the Day","",5.00
41cf5080f964a520a61e1fe3,"From the Garden",24946103,"Cobb Salad","Frisee, wild arugula, bacon, bleu cheese, hard boiled egg, avocado",15.00
41cf5080f964a520a61e1fe3,"From the Garden",24946109,"Compressed Manchego Salad","Wild arugula, apple, dates, candied walnuts",13.00
41cf5080f964a520a61e1fe3,"From the Garden",24946118,"Chinese Chicken Salad","Chopped greens, wontons, cilantro, sesame vinaigrette, peanuts",14.00
41cf5080f964a520a61e1fe3,"From the Garden",24946125,"Warm Chicken Salad","Field greens, dried cranberries, cucumber, candied walnuts, goat cheese, balsamic",15.00
41cf5080f964a520a61e1fe3,"From the Garden",24946133,"Caesar Salad","Classic! romaine, croutons, parmesan, anchovies",12.00
41cf5080f964a520a61e1fe3,"From the Garden",24946143,"Poached Pear Salad","Field greens, goat cheese, candied walnuts, rose champagne reduction.",9.00
41cf5080f964a520a61e1fe3,"Shared",24946155,"Charred Corn","Chili guajillo, parmesan, cilantro",8.00
41cf5080f964a520a61e1fe3,"Shared",24946162,"Artichoke Dip","Extra cheesy!, bloomsdale spinach, roasted artichokes",13.00
41cf5080f964a520a61e1fe3,"Shared",24946171,"Mac & Cheese","Hot skillet! crispy topping",10.00
41cf5080f964a520a61e1fe3,"Shared",24946180,"Nachos","Piled high!, stewed black beans, poblanos, lime crema",11.00
41cf5080f964a520a61e1fe3,"Shared",24946188,"Hummus","Pickled vegetables, grilled pita",9.00
41cf5080f964a520a61e1fe3,"Shared",24946198,"Sliders","Lettuce, tomato, cheese, special sauce",12.00
41cf5080f964a520a61e1fe3,"Shared",24946208,"Pork Sliders","Carolina mustard bbq sauce",10.00
41cf5080f964a520a61e1fe3,"Shared",24946215,"Shortrib Quesadilla","Cheese, charred poblanos, salsa roja",12.00
41cf5080f964a520a61e1fe3,"Shared",24946225,"Rock Shrimp","Tempura, sweet spicy aioli, candied nuts",11.00
41cf5080f964a520a61e1fe3,"Shared",24946235,"Calamari","Buttermilk batter, lemon zest, aioli",10.00
41cf5080f964a520a61e1fe3,"Shared",24946244,"Chicken & Biscuits","Maple ham country gravy, saltine cracker crust",10.00
41cf5080f964a520a61e1fe3,"Shared",24946252,"Lollipop Wings","Spicy! chilies, crushed salted peanuts",12.00
41cf5080f964a520a61e1fe3,"Shared",24946262,"Chicken Quesadilla","Cheese, chili guajillo, cilantro",11.00
41cf5080f964a520a61e1fe3,"Shared",24946272,"Fried Mozzarella","Bocconcini, romesco sauce",10.00
41cf5080f964a520a61e1fe3,"Shared",24946279,"Zucchini Sticks","Tempura, marinara",9.00
41cf5080f964a520a61e1fe3,"Shared",24946291,"Tuna Sliders","Fresh ahi tuna, sweet spicy aoli",13.00
41cf5080f964a520a61e1fe3,"Mini Tacos",24946303,"Chicken","",3.00
41cf5080f964a520a61e1fe3,"Mini Tacos",24946311,"Carnitas","",3.00
41cf5080f964a520a61e1fe3,"Mini Tacos",24946322,"Steak Poblano and Cheese","",3.00
41cf5080f964a520a61e1fe3,"Mini Tacos",24946333,"Fish","",3.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946347,"Yard Bird Sandwich","Chicken breast, swiss, wild arugula, pesto, ciabbatta",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946358,"Blt","Nueskes bacon, tomato, basil, aioli, brioche",11.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946368,"Portobello Sandwich","Piquillo peppers, baby wild arugula, goat cheese, balsamic, ciabbatta",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946376,"Abbey Burger","Cabrales blue cheese, balsamic onions, rosemary fries",15.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946384,"Pastrami","7th day pastrami, dijon, corn rye",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946393,"Shortrib Grilled Cheese","Sourdough, gruyere, tomato relish",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946406,"7Th Day Reuben","Pastrami, swiss, sauerkraut, thousand island, corn rye",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946419,"Green Chili Turkey Burger","Roasted poblano chilies, tomatillo salsa, provolone",12.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946427,"Bbq Brisket Sandwich","Fried onions, horseradish creme, arugula, ciabbatta",14.00
41cf5080f964a520a61e1fe3,"Sandwiches & Such",24946439,"Veggie Burger","Brioche bun, homnade veggie patty, black garlic aoli",14.00
41cf5080f964a520a61e1fe3,"Mains",24946454,"Steak & Fries","Hanger steak, grilled onion, rosemary garlic fries",24.00
41cf5080f964a520a61e1fe3,"Mains",24946464,"Tuna Nicoise","Fingerlings, favas, frisee, mustard vinaigrette",24.00
41cf5080f964a520a61e1fe3,"Mains",24946475,"Braised Short Rib","Mashed potatoes, sauteed spinach",23.00
41cf5080f964a520a61e1fe3,"Mains",24946486,"Roasted Yard Bird","Half roasted chicken, stem- on carrots, garlic confit, gravy, mash potatoes",18.00
41cf5080f964a520a61e1fe3,"Mains",24946499,"Whitefish","Crispy potatoes, sauce vierge",24.00
41cf5080f964a520a61e1fe3,"Mains",24946508,"Penne Pasta","Whole wheat pasta, tomato, garlic, basil, mozzaralla",17.00
41cf5080f964a520a61e1fe3,"Mains",24946517,"Half Roasted Chicken","Herb roasted fingerling potatoes, grilled baby vegetebles",18.00
41cf5080f964a520a61e1fe3,"Sides",24946527,"Market Vegetables","",7.00
41cf5080f964a520a61e1fe3,"Sides",24946535,"Seasoned Fries","",6.00
41cf5080f964a520a61e1fe3,"Sides",24946543,"Rosemary Garlic Fries","",7.00
41cf5080f964a520a61e1fe3,"Sides",24946552,"Mash Potatoes","",5.00
41cf5080f964a520a61e1fe3,"Sides",24946560,"Onion Rings","",7.00
41cf5080f964a520a61e1fe3,"Sides",24946572,"Pico De Gallo","",3.00
41cf5080f964a520a61e1fe3,"Sides",24946579,"Side Salad","",7.00
41cf5080f964a520a61e1fe3,"Sides",24946592,"Guacamole","",4.00
41cf5080f964a520a61e1fe3,"Sides",24946603,"Side Fruit","",7.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946611,"Triple Berry","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946620,"Chocolate Strawberry","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946629,"Godiva","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946635,"Carrot","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946642,"Lemon","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946650,"Coconut","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cakes",24946656,"Italian Wedding Rum","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cheese Cakes",24946664,"Oreo","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cheese Cakes",24946671,"Red Velvet","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cheese Cakes",24946679,"Brownie","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cheese Cakes",24946688,"Raspberry","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Cheese Cakes",24946696,"Ny","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Pies",24946707,"Banana Cream","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Pies",24946719,"Apple","",8.00
41cf5080f964a520a61e1fe3,"Bakery - Pies",24946729,"Chocolate Mousse","",8.00
41cf5080f964a520a61e1fe3,"Cookies & Such",24946743,"Cupcakes","",5.00
41cf5080f964a520a61e1fe3,"Cookies & Such",24946750,"Ding Dongs","",5.00
41cf5080f964a520a61e1fe3,"Cookies & Such",24946757,"Cookies","",3.50
41cf5080f964a520a61e1fe3,"Seasonal Dessert",26812973,"Seasonal Dessert","Bakers choice",9.00
44d9e8dbf964a5208a361fe3,"Seafood",27446007,"Shrimp Cocktail","Jumbo shrimp served with cocktail sauce",36.00
44d9e8dbf964a5208a361fe3,"Seafood",27446008,"Smoked Salmon","Served on a blini with a dill crème fraiche",36.00
44d9e8dbf964a5208a361fe3,"Seafood",27446009,"Deviled Eggs","Served with a dollop of caviar",48.00
44d9e8dbf964a5208a361fe3,"Seafood",27446010,"Crab Salad","Jumbo lump crab salad, gently seasoned with tarragon in an heirloom cherry tomato half",48.00
44d9e8dbf964a5208a361fe3,"Poultry",27446011,"Chicken Liver Pate","Topped with toasted pistachios on crostini",30.00
44d9e8dbf964a5208a361fe3,"Poultry",27446012,"Coconut Chicken","Served with a smooth mango puree",30.00
44d9e8dbf964a5208a361fe3,"Poultry",27446013,"Chicken Satay","Marinated in turmeric, ginger and coconut milk and served with a sweet peanut sauce",30.00
44d9e8dbf964a5208a361fe3,"Poultry",27446014,"Thai Chicken Meatballs","Seasoned with lemongrass, galangal, cilantro and mint, served with a spicy peanut sauce",30.00
